,mother_cell,type,Voronoi Area,sucRatio,total biomass,Nearest 1,Nearest 2,Nearest Neighbor,IC1,IC2,IC,Relative Neighbor Dist 1,Relative Neighbor Dist 2,Relative Neighbor Dist,Z1,Z2,Z1_2,Z2_1,LogNearest 1,LogNearest 2,LogNearest,Inv1,Inv2,Log Inv1,Log Inv2,Colony Area
0,17,1,1.3721664010759044e-10,56,3274.0540292160968,1.2218809270955987e-05,1.5250550809724869e-05,1.2218809270955987e-05,8.35779934739048e-06,7.427405876587581e-06,5.678714310045285e-06,1.4619648980650646,2.0532809251473845,2.151685857719887,525.1659178645756,367.9636654080846,261.9953051730434,737.578011015187,-11.312534049970473,-11.090894936892633,-11.312534049970473,81841.03522893938,65571.40213993627,22.625068099940947,22.181789873785267,2860.0
1,9,1,3.199399919849626e-09,56,2366.4452758679004,9.12914563362859e-06,4.715400301140931e-06,4.715400301140931e-06,8.35779934739048e-06,7.427405876587581e-06,5.678714310045285e-06,1.092290596385153,0.6348650362577677,0.8303640654715958,392.3717966037814,113.77267616903244,195.7468394188747,228.05573507798357,-11.6040384456519,-12.264676745982944,-12.264676745982944,109539.27564879112,212071.07268454845,23.2080768913038,24.52935349196589,1826.0
2,18,1,0.0,56,4237.0059685613915,1.7105525423090635e-05,2.763856002037732e-06,2.763856002037732e-06,8.35779934739048e-06,7.427405876587581e-06,5.678714310045285e-06,2.046654234219133,0.3721159241815324,0.4867045340084544,735.1975761440449,66.68602320392425,366.77611164784554,133.6711990373123,-10.97610902249168,-12.798883751086846,-12.798883751086846,58460.64211802033,361813.35035643005,21.95221804498336,25.597767502173692,3618.0
3,11,1,9.405959110956312e-09,56,3532.419993283879,2.4033751267748442e-05,5.813811142443484e-06,5.813811142443484e-06,8.35779934739048e-06,7.427405876587581e-06,5.678714310045285e-06,2.8756075934333594,0.78275123765211,1.0237900385584147,1032.973570858309,140.2750159423561,515.330901580897,281.1793037748489,-10.636051412711192,-12.055274239595036,-12.055274239595036,41608.153003643994,172004.2112650585,21.272102825422383,24.110548479190072,2623.0
4,8,1,1.0844410415183224e-09,56,4543.177970151615,1.648329154022339e-05,6.4671554798071755e-06,6.4671554798071755e-06,8.35779934739048e-06,7.427405876587581e-06,5.678714310045285e-06,1.9722047461416858,0.8707152385724235,1.1388414924073902,708.4538877063212,156.03883851830264,353.4341932648232,312.7776652290108,-11.013163324043719,-11.948774193758952,-11.948774193758952,60667.494569258066,154627.48701842187,22.026326648087437,23.897548387517904,3200.0
